Date,Time,Transport_Mode,Route,Start_Location,End_Location,Distance_km,Passenger_Count,Delay_Duration_min,CO2_Emissions_kg,Satisfaction_Score
2025-08-24,23:00,Bus,B-58,City Center,West District,5.7,54,0,0.57,3.0
2025-08-25,07:30,Metro,M-Red,City Center,North District,19.4,301,0,0.58,4.0
2025-08-25,08:15,Rail,R-Local,West District,North District,56.6,361,4,2.83,3.0
2025-08-25,10:00,Bus,B-95,West District,City Center,10.7,46,7,1.07,2.0
2025-08-25,14:15,Tram,T-15,East District,South District,6.3,86,2,0.25,4.0
2025-08-25,19:45,Rail,R-Express,South District,City Center,61.8,361,31,3.09,4.0
2025-08-25,21:00,Rail,R-Express,North District,City Center,50.7,412,0,2.54,5.0
2025-08-25,22:00,Metro,M-Red,North District,East District,9.4,215,0,0.28,3.0
2025-08-25,23:30,Rail,R-Local,West District,East District,62.0,524,25,3.1,2.0
2025-08-25,23:45,Tram,T-13,West District,North District,5.4,113,11,0.22,3.0
2025-08-26,05:45,Metro,M-Green,North District,West District,18.3,341,0,0.55,3.0
2025-08-26,06:45,Bus,B-99,North District,West District,5.2,41,25,0.52,3.0
2025-08-26,08:30,Bus,B-97,South District,City Center,3.2,60,6,0.32,4.0
2025-08-26,14:00,Bus,B-21,East District,South District,3.2,30,5,0.32,3.0
2025-08-26,17:30,Rail,R-Express,West District,City Center,26.6,381,1,1.33,
2025-08-26,18:30,Bus,B-44,East District,South District,8.7,52,14,0.87,3.0
2025-08-26,21:45,Metro,M-Green,City Center,West District,22.2,244,2,0.67,3.0
2025-08-27,06:45,Bus,B-73,East District,North District,3.2,40,11,0.32,5.0
2025-08-27,07:15,Bus,B-58,East District,City Center,2.3,56,11,0.23,5.0
2025-08-27,11:45,Rail,R-Local,North District,City Center,32.2,589,0,1.61,3.0
2025-08-27,15:15,Bus,B-63,East District,West District,10.8,33,15,1.08,2.0
2025-08-27,19:00,Bus,B-84,East District,South District,10.2,28,0,1.02,3.0
2025-08-27,21:00,Metro,M-Red,North District,East District,9.6,290,3,0.29,4.0
2025-08-27,21:00,Metro,M-Green,East District,City Center,9.0,265,7,0.27,4.0
2025-08-28,08:00,Shared Cycling,Cycle-Share,North District,West District,3.6,1,0,0.0,4.0
2025-08-28,08:15,Rail,R-Local,South District,North District,21.4,423,0,1.07,3.0
2025-08-28,09:45,Metro,M-Yellow,South District,North District,10.3,315,2,0.31,4.0
2025-08-28,17:15,Bus,B-24,West District,City Center,14.7,39,5,1.47,2.0
2025-08-28,18:00,Bus,B-21,East District,South District,6.2,31,24,0.62,2.0
2025-08-28,19:30,Metro,M-Yellow,North District,East District,10.4,359,0,0.31,4.0
2025-08-28,20:30,Tram,T-2,North District,City Center,8.3,67,1,0.33,
2025-08-29,08:00,Tram,T-4,North District,East District,7.0,73,4,0.28,4.0
2025-08-29,08:15,Metro,M-Yellow,West District,North District,26.8,177,0,0.8,1.0
2025-08-29,08:45,Bus,B-73,City Center,West District,2.2,40,0,0.22,4.0
2025-08-29,10:15,Bus,B-98,City Center,North District,8.1,48,0,0.81,1.0
2025-08-29,11:00,Bus,B-61,West District,South District,4.7,34,0,0.47,3.0
2025-08-29,15:30,Rail,R-Local,East District,West District,79.8,328,33,3.99,1.0
2025-08-29,17:30,Bus,B-52,West District,East District,6.4,49,3,0.64,3.0
2025-08-29,18:45,Rail,R-Local,South District,City Center,76.5,521,0,3.83,2.0
2025-08-29,20:45,Metro,M-Green,West District,North District,6.6,439,0,0.2,2.0
2025-08-29,21:30,Rail,R-Local,South District,City Center,51.4,348,18,2.57,2.0
2025-08-29,22:45,Tram,T-8,West District,North District,5.3,73,10,0.21,3.0
2025-08-29,23:45,Tram,T-2,East District,City Center,6.8,42,0,0.27,4.0
2025-08-30,10:00,Bus,B-31,West District,South District,5.8,19,17,0.58,3.0
2025-08-30,10:30,Metro,M-Blue,West District,South District,21.6,389,0,0.65,3.0
2025-08-30,18:15,Shared Cycling,Cycle-Share,West District,East District,1.9,1,0,0.0,5.0
2025-08-31,09:15,Bus,B-61,East District,City Center,8.1,37,12,0.81,4.0
2025-08-31,09:45,Bus,B-97,North District,West District,14.0,36,4,1.4,3.0
2025-08-31,12:00,Rail,R-Local,North District,South District,42.2,447,15,2.11,1.0
2025-08-31,13:30,Metro,M-Yellow,City Center,South District,25.5,199,0,0.77,4.0
2025-08-31,14:00,Metro,M-Yellow,North District,City Center,13.6,182,1,0.41,4.0
2025-08-31,16:15,Rail,R-Local,City Center,North District,21.1,190,23,1.06,1.0
2025-08-31,17:45,Rail,R-Local,South District,West District,67.1,446,0,3.35,2.0
2025-08-31,21:30,Shared Cycling,Cycle-Share,South District,City Center,4.4,1,0,0.0,3.0
2025-08-31,22:30,Bus,B-77,North District,East District,11.5,19,0,1.15,3.0
2025-08-31,23:45,Tram,T-2,South District,City Center,9.1,66,1,0.36,4.0
2025-09-01,05:00,Tram,T-15,East District,City Center,4.7,72,17,0.19,4.0
2025-09-01,07:30,Bus,B-32,South District,East District,3.0,50,10,0.3,3.0
2025-09-01,08:15,Metro,M-Red,West District,North District,13.0,271,0,0.39,4.0
2025-09-01,13:00,Metro,M-Yellow,North District,West District,12.1,349,4,0.36,4.0
2025-09-01,18:45,Bus,B-35,West District,City Center,9.4,13,0,0.94,3.0
2025-09-01,20:30,Metro,M-Yellow,City Center,North District,9.6,267,1,0.29,4.0
2025-09-01,23:00,Metro,M-Yellow,City Center,North District,23.1,310,0,0.69,3.0
2025-09-02,07:00,Bus,B-31,West District,North District,8.6,33,0,0.86,3.0
2025-09-02,09:45,Metro,M-Yellow,East District,West District,7.8,324,0,0.23,5.0
2025-09-02,23:15,Rail,R-Express,North District,East District,66.2,433,2,3.31,1.0
2025-09-03,06:15,Rail,R-Express,West District,North District,69.1,522,9,3.46,2.0
2025-09-03,08:15,Bus,B-29,North District,City Center,13.0,19,18,1.3,5.0
2025-09-03,09:00,Shared Cycling,Cycle-Share,South District,North District,3.8,1,0,0.0,5.0
2025-09-03,18:45,Shared Cycling,Cycle-Share,West District,South District,4.6,1,0,0.0,5.0
2025-09-03,22:15,Metro,M-Yellow,North District,East District,8.1,241,0,0.24,2.0
2025-09-04,14:00,Tram,T-6,North District,West District,5.1,59,0,0.2,4.0
2025-09-04,20:00,Bus,B-51,North District,South District,6.8,31,34,0.68,2.0
2025-09-04,20:15,Metro,M-Yellow,West District,South District,10.5,415,3,0.32,3.0
2025-09-04,23:15,Metro,M-Red,North District,East District,10.9,384,1,0.33,2.0
2025-09-05,06:15,Metro,M-Green,City Center,West District,7.4,234,0,0.22,2.0
2025-09-05,06:45,Tram,T-5,South District,West District,9.0,36,5,0.36,4.0
2025-09-05,08:00,Bus,B-54,South District,City Center,10.3,34,36,1.03,4.0
2025-09-05,09:00,Bus,B-20,City Center,North District,10.9,43,10,1.09,3.0
2025-09-05,13:15,Rail,R-Local,South District,City Center,31.3,391,14,1.57,2.0
2025-09-05,19:45,Tram,T-6,City Center,North District,7.6,113,5,0.3,3.0
2025-09-05,22:00,Metro,M-Green,South District,North District,11.8,274,3,0.35,5.0
2025-09-06,09:15,Metro,M-Green,North District,West District,29.8,348,4,0.89,4.0
2025-09-06,10:15,Shared Cycling,Cycle-Share,City Center,North District,4.6,1,0,0.0,3.0
2025-09-06,11:15,Bus,B-67,South District,East District,14.0,34,3,1.4,3.0
2025-09-06,11:15,Bus,B-20,North District,West District,13.6,51,0,1.36,3.0
2025-09-06,11:15,Tram,T-8,West District,East District,2.7,62,6,0.11,4.0
2025-09-06,16:00,Bus,B-47,City Center,East District,6.8,45,0,0.68,3.0
2025-09-06,19:45,Bus,B-87,South District,North District,8.2,48,7,0.82,2.0
2025-09-06,23:30,Bus,B-23,North District,City Center,11.7,33,4,1.17,2.0
2025-09-07,05:45,Bus,B-38,East District,West District,14.0,27,26,1.4,4.0
2025-09-07,08:15,Metro,M-Blue,South District,West District,9.5,340,0,0.28,3.0
2025-09-07,10:00,Rail,R-Local,South District,West District,75.7,523,5,3.79,4.0
2025-09-07,20:00,Bus,B-21,East District,South District,3.0,54,11,0.3,1.0
2025-09-07,21:45,Shared Cycling,Cycle-Share,East District,West District,3.3,1,0,0.0,4.0
2025-09-08,06:15,Tram,T-11,East District,City Center,6.7,101,6,0.27,3.0
2025-09-08,09:30,Shared Cycling,Cycle-Share,City Center,East District,0.7,1,0,0.0,4.0
2025-09-08,13:45,Rail,R-Local,North District,West District,50.1,231,21,2.51,3.0
2025-09-08,14:30,Shared Cycling,Cycle-Share,West District,City Center,3.2,1,0,0.0,4.0
2025-09-08,18:30,Metro,M-Blue,East District,South District,8.7,310,0,0.26,4.0
2025-09-08,23:15,Rail,R-Express,West District,City Center,25.5,326,29,1.28,1.0
2025-09-08,23:15,Metro,M-Red,East District,City Center,19.6,264,0,0.59,5.0
2025-09-09,06:15,Bus,B-30,City Center,North District,11.8,56,12,1.18,5.0
2025-09-09,08:15,Rail,R-Express,City Center,North District,29.7,649,5,1.49,2.0
2025-09-09,10:00,Bus,B-50,South District,East District,10.9,26,12,1.09,3.0
2025-09-09,12:00,Tram,T-5,North District,West District,6.7,49,0,0.27,3.0
2025-09-09,13:30,Shared Cycling,Cycle-Share,North District,East District,4.6,1,0,0.0,4.0
2025-09-09,16:00,Bus,B-60,City Center,East District,2.4,47,0,0.24,3.0
2025-09-10,06:15,Bus,B-26,East District,City Center,13.5,56,0,1.35,2.0
2025-09-10,09:45,Shared Cycling,Cycle-Share,City Center,West District,1.2,1,0,0.0,4.0
2025-09-10,12:30,Shared Cycling,Cycle-Share,East District,North District,1.6,1,0,0.0,5.0
2025-09-10,15:30,Bus,B-30,North District,West District,9.7,41,0,0.97,2.0
2025-09-10,22:30,Bus,B-14,North District,South District,10.9,48,8,1.09,2.0
2025-09-11,08:15,Bus,B-20,East District,West District,15.0,35,15,1.5,3.0
2025-09-11,16:30,Metro,M-Red,North District,West District,28.4,509,0,0.85,4.0
2025-09-11,17:00,Metro,M-Yellow,South District,East District,18.2,287,1,0.55,3.0
2025-09-11,18:15,Bus,B-65,North District,South District,8.4,31,8,0.84,4.0
2025-09-11,20:15,Tram,T-11,North District,City Center,5.2,101,3,0.21,5.0
2025-09-12,05:15,Bus,B-66,North District,South District,10.3,28,8,1.03,4.0
2025-09-12,06:45,Shared Cycling,Cycle-Share,South District,West District,3.6,1,0,0.0,4.0
2025-09-12,10:00,Bus,B-38,South District,East District,11.1,57,1,1.11,4.0
2025-09-12,12:15,Bus,B-71,East District,North District,4.1,31,2,0.41,4.0
2025-09-12,14:15,Bus,B-63,South District,East District,9.4,35,6,0.94,2.0
2025-09-12,14:45,Bus,B-51,City Center,West District,14.9,32,11,1.49,5.0
2025-09-12,15:45,Rail,R-Express,East District,South District,79.5,549,0,3.98,3.0
2025-09-13,09:45,Rail,R-Express,East District,South District,26.4,422,9,1.32,3.0
2025-09-13,11:00,Rail,R-Local,East District,City Center,28.8,391,24,1.44,3.0
2025-09-13,12:45,Shared Cycling,Cycle-Share,City Center,East District,4.8,1,0,0.0,4.0
2025-09-13,16:00,Rail,R-Local,City Center,East District,68.3,310,29,3.42,5.0
2025-09-13,19:15,Metro,M-Blue,West District,East District,6.0,292,0,0.18,4.0
2025-09-13,20:00,Tram,T-9,City Center,West District,5.7,103,7,0.23,3.0
2025-09-13,21:45,Metro,M-Yellow,South District,North District,7.0,315,0,0.21,3.0
2025-09-14,05:30,Bus,B-52,East District,South District,13.5,7,20,1.35,4.0
2025-09-14,08:30,Metro,M-Blue,North District,City Center,9.4,382,2,0.28,3.0
2025-09-14,11:00,Bus,B-77,North District,West District,9.9,33,0,0.99,5.0
2025-09-14,11:00,Bus,B-82,East District,North District,5.4,40,4,0.54,4.0
2025-09-14,15:45,Bus,B-94,City Center,South District,13.7,25,0,1.37,2.0
2025-09-14,21:00,Tram,T-10,South District,East District,7.3,122,3,0.29,3.0
2025-09-15,09:30,Shared Cycling,Cycle-Share,City Center,East District,2.7,1,0,0.0,3.0
2025-09-15,12:00,Bus,B-22,City Center,South District,11.6,42,6,1.16,3.0
2025-09-15,13:15,Bus,B-68,City Center,East District,8.9,41,14,0.89,4.0
2025-09-15,14:15,Metro,M-Blue,City Center,North District,27.5,198,0,0.82,3.0
2025-09-15,14:45,Bus,B-31,North District,South District,3.8,39,9,0.38,4.0
2025-09-15,20:00,Bus,B-22,South District,North District,14.7,55,0,1.47,3.0
2025-09-15,20:45,Metro,M-Yellow,East District,City Center,10.5,326,8,0.32,3.0
2025-09-16,10:15,Tram,T-9,West District,North District,5.4,76,1,0.22,2.0
2025-09-16,17:45,Bus,B-94,South District,North District,12.6,21,6,1.26,4.0
2025-09-16,19:30,Shared Cycling,Cycle-Share,North District,South District,2.8,1,0,0.0,4.0
2025-09-16,20:00,Tram,T-13,North District,West District,5.3,87,3,0.21,3.0
2025-09-16,21:30,Bus,B-63,South District,City Center,14.3,20,0,1.43,3.0
2025-09-16,22:30,Metro,M-Red,East District,West District,18.4,223,0,0.55,4.0
2025-09-16,23:15,Metro,M-Red,East District,South District,15.5,390,2,0.46,5.0
2025-09-17,07:45,Tram,T-13,South District,City Center,7.5,81,3,0.3,3.0
2025-09-17,08:30,Metro,M-Yellow,City Center,South District,17.0,309,5,0.51,2.0
2025-09-17,08:30,Bus,B-96,East District,South District,8.4,30,0,0.84,2.0
2025-09-17,09:15,Metro,M-Yellow,City Center,West District,16.6,266,4,0.5,4.0
2025-09-17,11:45,Bus,B-99,City Center,West District,6.5,32,7,0.65,3.0
2025-09-17,14:45,Bus,B-12,West District,City Center,9.0,70,6,0.9,2.0
2025-09-17,16:45,Bus,B-13,South District,North District,13.6,47,5,1.36,4.0
2025-09-17,16:45,Metro,M-Yellow,South District,East District,21.1,131,1,0.63,5.0
2025-09-17,18:00,Metro,M-Yellow,West District,South District,21.0,190,3,0.63,4.0
2025-09-17,19:45,Bus,B-46,South District,City Center,5.5,59,0,0.55,4.0
2025-09-17,20:15,Bus,B-66,City Center,North District,4.4,34,0,0.44,4.0
2025-09-17,21:00,Metro,M-Red,North District,City Center,28.3,222,2,0.85,3.0
2025-09-17,22:45,Metro,M-Yellow,West District,City Center,6.4,197,3,0.19,1.0
2025-09-18,06:30,Rail,R-Local,North District,City Center,49.6,587,0,2.48,3.0
2025-09-18,09:30,Tram,T-5,North District,City Center,4.6,80,1,0.18,2.0
2025-09-18,09:30,Bus,B-76,East District,South District,9.9,20,0,0.99,
2025-09-18,11:45,Metro,M-Green,South District,North District,10.5,285,3,0.32,5.0
2025-09-18,12:00,Bus,B-80,City Center,East District,10.6,39,7,1.06,4.0
2025-09-18,12:15,Metro,M-Blue,West District,South District,19.7,349,0,0.59,2.0
2025-09-18,14:00,Bus,B-76,South District,East District,13.4,43,15,1.34,4.0
2025-09-18,16:45,Metro,M-Blue,South District,City Center,14.9,368,11,0.45,3.0
2025-09-18,20:00,Bus,B-75,North District,West District,13.7,60,6,1.37,3.0
2025-09-19,10:30,Bus,B-70,West District,South District,3.4,54,15,0.34,2.0
2025-09-19,13:00,Metro,M-Green,North District,City Center,8.6,388,4,0.26,2.0
2025-09-19,18:00,Tram,T-7,West District,South District,9.6,60,0,0.38,4.0
2025-09-19,23:30,Bus,B-77,West District,South District,4.7,20,18,0.47,3.0
2025-09-20,10:00,Rail,R-Express,North District,South District,55.6,459,0,2.78,2.0
2025-09-20,15:00,Bus,B-49,East District,City Center,2.4,28,2,0.24,3.0
2025-09-20,22:45,Metro,M-Yellow,City Center,North District,20.3,261,0,0.61,5.0
2025-09-20,23:15,Metro,M-Green,City Center,East District,21.3,252,7,0.64,5.0
2025-09-21,05:00,Bus,B-80,East District,South District,14.3,20,0,1.43,4.0
2025-09-21,05:15,Rail,R-Express,South District,City Center,47.0,536,0,2.35,5.0
2025-09-21,06:45,Bus,B-40,West District,South District,9.6,37,13,0.96,3.0
2025-09-21,14:00,Rail,R-Local,City Center,West District,55.5,407,36,2.78,2.0
2025-09-21,17:00,Rail,R-Local,North District,East District,54.8,231,0,2.74,3.0
2025-09-21,17:30,Metro,M-Blue,North District,South District,11.0,245,0,0.33,5.0
2025-09-21,18:15,Bus,B-97,South District,West District,14.3,26,10,1.43,2.0
2025-09-21,19:00,Rail,R-Express,South District,West District,78.9,428,5,3.95,2.0
2025-09-22,09:30,Bus,B-97,West District,East District,8.4,38,0,0.84,3.0
2025-09-22,16:45,Metro,M-Red,South District,City Center,16.8,353,8,0.5,2.0
2025-09-22,17:45,Bus,B-46,North District,East District,3.9,52,0,0.39,2.0
2025-09-22,20:30,Shared Cycling,Cycle-Share,South District,East District,0.9,1,0,0.0,4.0
2025-09-23,06:15,Shared Cycling,Cycle-Share,North District,East District,2.6,1,0,0.0,4.0
2025-09-23,07:30,Metro,M-Blue,City Center,East District,18.2,254,0,0.55,3.0
2025-09-23,07:30,Tram,T-1,North District,East District,6.5,80,11,0.26,4.0
2025-09-23,09:15,Bus,B-82,East District,City Center,6.4,47,18,0.64,4.0
2025-09-23,11:15,Metro,M-Blue,City Center,South District,15.3,514,1,0.46,4.0
2025-09-23,13:00,Rail,R-Express,South District,City Center,26.0,114,6,1.3,5.0
2025-09-23,17:00,Bus,B-62,East District,West District,13.7,33,2,1.37,3.0
2025-09-23,22:00,Rail,R-Local,West District,South District,65.1,97,10,3.25,4.0
2025-09-24,05:30,Bus,B-15,South District,North District,9.6,41,0,0.96,1.0
2025-09-24,12:00,Bus,B-96,East District,City Center,8.2,55,6,0.82,2.0
2025-09-24,21:45,Bus,B-83,South District,West District,4.0,42,14,0.4,4.0
2025-09-25,08:00,Tram,T-11,South District,City Center,2.5,86,0,0.1,2.0
2025-09-25,15:30,Rail,R-Local,City Center,North District,71.1,252,0,3.55,2.0
2025-09-25,16:30,Metro,M-Yellow,West District,South District,16.2,215,4,0.49,4.0
2025-09-25,19:30,Metro,M-Green,South District,City Center,25.1,1,3,0.75,3.0
2025-09-26,06:45,Metro,M-Blue,South District,North District,10.5,199,3,0.32,3.0
2025-09-26,10:30,Metro,M-Yellow,City Center,West District,15.9,237,8,0.48,3.0
2025-09-26,11:45,Rail,R-Express,West District,South District,57.7,560,22,2.89,3.0
2025-09-26,19:45,Bus,B-29,West District,City Center,7.9,13,5,0.79,5.0
2025-09-26,22:30,Shared Cycling,Cycle-Share,City Center,South District,4.5,1,0,0.0,4.0
2025-09-27,10:00,Bus,B-37,West District,City Center,5.0,24,0,0.5,2.0
2025-09-27,13:15,Metro,M-Yellow,City Center,West District,28.6,300,2,0.86,3.0
2025-09-27,14:00,Rail,R-Express,West District,South District,36.6,287,0,1.83,3.0
2025-09-27,15:00,Tram,T-13,East District,City Center,7.1,89,1,0.28,3.0
2025-09-27,18:45,Metro,M-Red,South District,North District,27.1,423,0,0.81,3.0
2025-09-27,19:15,Tram,T-7,West District,City Center,8.4,64,3,0.34,3.0
2025-09-27,21:45,Bus,B-99,West District,East District,8.9,56,0,0.89,2.0
2025-09-28,13:30,Bus,B-78,East District,West District,9.9,48,8,0.99,2.0
2025-09-28,19:15,Tram,T-1,South District,City Center,2.1,77,5,0.08,3.0
2025-09-28,21:45,Metro,M-Red,East District,City Center,10.6,213,0,0.32,2.0
2025-09-28,22:30,Rail,R-Local,City Center,West District,34.0,480,0,1.7,3.0
2025-09-28,22:45,Metro,M-Red,City Center,North District,17.7,276,0,0.53,4.0
2025-09-29,05:15,Bus,B-78,West District,North District,13.9,39,0,1.39,3.0
2025-09-29,13:45,Rail,R-Local,City Center,South District,38.0,309,33,1.9,5.0
2025-09-29,14:30,Tram,T-6,West District,South District,7.7,98,0,0.31,2.0
2025-09-29,17:30,Bus,B-67,City Center,South District,5.4,56,7,0.54,3.0
2025-09-29,18:15,Bus,B-92,West District,East District,6.0,39,10,0.6,4.0
2025-09-29,21:45,Bus,B-37,East District,City Center,10.0,49,4,1.0,2.0
2025-09-29,22:00,Shared Cycling,Cycle-Share,South District,West District,4.4,1,0,0.0,4.0
2025-09-29,22:45,Rail,R-Local,East District,North District,22.1,335,4,1.11,2.0
2025-09-29,23:15,Metro,M-Blue,North District,East District,29.8,218,6,0.89,4.0
2025-09-29,23:15,Shared Cycling,Cycle-Share,City Center,North District,2.1,1,0,0.0,3.0
2025-09-30,05:15,Bus,B-85,South District,East District,7.5,26,10,0.75,2.0
2025-09-30,06:15,Rail,R-Local,South District,North District,20.3,413,15,1.02,5.0
2025-09-30,07:15,Metro,M-Red,East District,West District,27.4,259,12,0.82,5.0
2025-09-30,14:00,Metro,M-Red,City Center,South District,23.1,445,1,0.69,2.0
2025-10-01,05:15,Bus,B-27,West District,East District,12.4,8,1,1.24,5.0
2025-10-01,06:00,Bus,B-32,East District,City Center,9.5,50,14,0.95,1.0
2025-10-01,07:45,Tram,T-15,North District,South District,5.4,74,2,0.22,4.0
2025-10-01,08:15,Tram,T-3,South District,City Center,6.8,93,0,0.27,3.0
2025-10-01,10:30,Rail,R-Express,West District,East District,41.5,334,7,2.08,5.0
2025-10-01,12:00,Bus,B-10,South District,West District,7.6,15,24,0.76,3.0
2025-10-02,08:00,Metro,M-Red,West District,City Center,6.7,307,7,0.2,2.0
2025-10-02,09:45,Metro,M-Yellow,North District,East District,21.5,350,0,0.65,4.0
2025-10-02,13:15,Metro,M-Green,North District,West District,22.9,382,6,0.69,3.0
2025-10-02,14:30,Rail,R-Express,East District,City Center,47.7,467,23,2.39,1.0
2025-10-02,15:30,Shared Cycling,Cycle-Share,West District,North District,0.5,1,0,0.0,4.0
2025-10-02,17:00,Bus,B-71,West District,North District,10.6,27,4,1.06,3.0
2025-10-02,18:30,Metro,M-Green,West District,South District,25.8,186,5,0.77,4.0
2025-10-02,20:30,Bus,B-76,East District,South District,9.0,28,12,0.9,1.0
2025-10-03,06:30,Bus,B-18,South District,City Center,12.7,42,0,1.27,3.0
2025-10-03,09:30,Rail,R-Local,West District,North District,20.5,463,20,1.03,2.0
